frame_id,rating
frame_494.jpg,not face
frame_495.jpg,neutral
frame_496.jpg,neutral
frame_497.jpg,neutral
frame_498.jpg,neutral
frame_499.jpg,not face
frame_500.jpg,not face
frame_193.jpg,neutral
frame_194.jpg,smile
frame_195.jpg,smile
frame_196.jpg,smile
frame_197.jpg,smile
frame_198.jpg,smile
frame_199.jpg,smile
frame_200.jpg,not face
frame_201.jpg,smile
frame_202.jpg,smile
frame_293.jpg,neutral
frame_294.jpg,neutral
frame_295.jpg,smile
frame_296.jpg,neutral
frame_297.jpg,not face
frame_299.jpg,neutral
frame_300.jpg,not face
frame_301.jpg,not smile but positive
frame_302.jpg,not face
frame_298.jpg,neutral
frame_342.jpg,not face
frame_373.jpg,not face
frame_374.jpg,neutral
frame_375.jpg,not smile but positive
frame_376.jpg,not face
frame_377.jpg,neutral
frame_378.jpg,not face
frame_379.jpg,neutral
frame_380.jpg,neutral
frame_381.jpg,not smile but positive
frame_443.jpg,not face
frame_444.jpg,neutral
frame_445.jpg,not face
frame_446.jpg,neutral
frame_447.jpg,neutral
frame_448.jpg,not face
frame_449.jpg,neutral
frame_450.jpg,neutral
frame_451.jpg,not smile but positive
frame_452.jpg,smile
frame_483.jpg,not face
frame_484.jpg,neutral
frame_485.jpg,neutral
frame_486.jpg,neutral
frame_487.jpg,neutral
frame_488.jpg,not face
frame_489.jpg,not smile but positive
frame_490.jpg,neutral
frame_491.jpg,not smile but positive
frame_492.jpg,neutral
